Sample_ID,Device,Mean_Concentration_mM,Difference_mM,Actual_Concentration_mM,Predicted_Concentration_mM,Scan_Rate_mVs
66,STM32,0.5657569316969928,0.13151386339398563,0.5,0.6315138633939856,100
67,STM32,0.5657000419500409,0.13140008390008173,0.5,0.6314000839000817,100
68,STM32,0.5658234317488695,0.13164686349773902,0.5,0.631646863497739,100
69,STM32,0.5660274069107514,0.13205481382150275,0.5,0.6320548138215027,100
70,STM32,0.5661385046692828,0.13227700933856568,0.5,0.6322770093385657,100
71,STM32,0.9048740470757126,0.8097480941514252,0.5,1.3097480941514252,100
72,STM32,0.9047416654334963,0.8094833308669926,0.5,1.3094833308669926,100
73,STM32,0.9052302004695463,0.8104604009390926,0.5,1.3104604009390926,100
74,STM32,0.9051698346694752,0.8103396693389504,0.5,1.3103396693389504,100
75,STM32,0.9051655819420379,0.8103311638840758,0.5,1.3103311638840758,100
76,STM32,0.9051773575131086,0.8103547150262171,0.5,1.3103547150262171,100
77,STM32,0.9054246287417702,0.8108492574835404,0.5,1.3108492574835404,100
78,STM32,0.9060152860348558,0.8120305720697116,0.5,1.3120305720697116,100
79,STM32,0.9061465399411031,0.8122930798822061,0.5,1.3122930798822061,100
80,STM32,0.906151333325222,0.812302666650444,0.5,1.312302666650444,100
81,Palmsens,0.4933992779437304,-1.0132014441125392,1.0,-0.013201444112539207,100
82,Palmsens,0.4940160981302735,-1.011967803739453,1.0,-0.011967803739453053,100
83,Palmsens,0.49446846440675873,-1.0110630711864825,1.0,-0.011063071186482532,100
84,Palmsens,0.4949871850794554,-1.0100256298410892,1.0,-0.010025629841089234,100
85,Palmsens,0.4955662884250245,-1.008867423149951,1.0,-0.008867423149951037,100
86,Palmsens,0.4141727141883811,-1.1716545716232378,1.0,-0.17165457162323783,100
87,Palmsens,0.414660114987524,-1.170679770024952,1.0,-0.17067977002495205,100
88,Palmsens,0.41476739251695705,-1.170465214966086,1.0,-0.1704652149660859,100
89,Palmsens,0.4150224238803437,-1.1699551522393126,1.0,-0.16995515223931257,100
90,Palmsens,0.4152709802105803,-1.1694580395788394,1.0,-0.16945803957883943,100
91,Palmsens,0.8798890474659196,-0.24022190506816088,1.0,0.7597780949318391,100
92,Palmsens,0.8802087939191612,-0.23958241216167764,1.0,0.7604175878383224,100
93,Palmsens,0.8803570732189332,-0.2392858535621336,1.0,0.7607141464378664,100
94,Palmsens,0.880602932423137,-0.23879413515372594,1.0,0.7612058648462741,100
95,Palmsens,0.8807673936814835,-0.23846521263703302,1.0,0.761534787362967,100
96,Palmsens,0.8807814099473856,-0.23843718010522874,1.0,0.7615628198947713,100
97,Palmsens,0.8808186101627156,-0.23836277967456887,1.0,0.7616372203254311,100
98,Palmsens,0.8807609078560241,-0.23847818428795176,1.0,0.7615218157120482,100
99,Palmsens,0.8806913545158541,-0.23861729096829176,1.0,0.7613827090317082,100
100,Palmsens,0.880587280866286,-0.23882543826742797,1.0,0.761174561732572,100
101,Palmsens,0.8890448669840261,-0.22191026603194786,1.0,0.7780897339680521,100
102,Palmsens,0.8893479153132979,-0.22130416937340414,1.0,0.7786958306265959,100
103,Palmsens,0.8895474046665113,-0.22090519066697745,1.0,0.7790948093330226,100
104,Palmsens,0.8896628176598202,-0.2206743646803595,1.0,0.7793256353196405,100
105,Palmsens,0.8898277901476552,-0.22034441970468954,1.0,0.7796555802953105,100
106,Palmsens,0.8899560928218841,-0.2200878143562317,1.0,0.7799121856437683,100
107,Palmsens,0.8898369597833158,-0.22032608043336843,1.0,0.7796739195666316,100
108,Palmsens,0.8898234665708484,-0.22035306685830314,1.0,0.7796469331416969,100
109,Palmsens,0.8897679329406007,-0.2204641341187985,1.0,0.7795358658812015,100
110,Palmsens,0.8896870397964407,-0.2206259204071186,1.0,0.7793740795928814,100
111,Palmsens,0.874465334965171,-0.25106933006965804,1.0,0.748930669930342,100
112,Palmsens,0.8746669929948276,-0.2506660140103447,1.0,0.7493339859896553,100
113,Palmsens,0.8748476239275536,-0.2503047521448929,1.0,0.7496952478551071,100
114,Palmsens,0.8750099214453622,-0.24998015710927568,1.0,0.7500198428907243,100
115,Palmsens,0.8750978135966045,-0.2498043728067909,1.0,0.7501956271932091,100
116,Palmsens,0.875190552378089,-0.24961889524382208,1.0,0.7503811047561779,100
117,Palmsens,0.8752369237209647,-0.24952615255807054,1.0,0.7504738474419295,100
118,Palmsens,0.8752229089469488,-0.24955418210610247,1.0,0.7504458178938975,100
119,Palmsens,0.8752137382796512,-0.24957252344069758,1.0,0.7504274765593024,100
120,Palmsens,0.8751883940337053,-0.2496232119325894,1.0,0.7503767880674106,100
121,Palmsens,1.2122636701492233,0.42452734029844663,1.0,1.4245273402984466,100
122,Palmsens,1.2124016655125471,0.42480333102509427,1.0,1.4248033310250943,100
123,Palmsens,1.2124949243636944,0.4249898487273889,1.0,1.4249898487273889,100
124,Palmsens,1.2126599056917042,0.42531981138340846,1.0,1.4253198113834085,100
125,Palmsens,1.2128572381924196,0.4257144763848393,1.0,1.4257144763848393,100
126,Palmsens,1.2130799183831007,0.4261598367662014,1.0,1.4261598367662014,100
127,Palmsens,1.2133166133477986,0.4266332266955972,1.0,1.4266332266955972,100
128,Palmsens,1.2135161061450317,0.4270322122900634,1.0,1.4270322122900634,100
129,Palmsens,1.2137409481241166,0.4274818962482332,1.0,1.4274818962482332,100
130,Palmsens,1.2138940730224936,0.42778814604498727,1.0,1.4277881460449873,100
131,STM32,1.1088829274034073,0.21776585480681465,1.0,1.2177658548068147,100
132,STM32,1.1880877624280206,0.3761755248560412,1.0,1.3761755248560412,100
133,STM32,1.1881212811517452,0.3762425623034904,1.0,1.3762425623034904,100
134,STM32,1.1882131420199769,0.3764262840399537,1.0,1.3764262840399537,100
135,STM32,1.1882344742858413,0.37646894857168256,1.0,1.3764689485716826,100
136,STM32,1.1882630985514817,0.3765261971029634,1.0,1.3765261971029634,100
137,STM32,1.1882993226737852,0.3765986453475705,1.0,1.3765986453475705,100
138,STM32,1.188323420485116,0.37664684097023216,1.0,1.3766468409702322,100
139,STM32,1.1883719201069591,0.37674384021391827,1.0,1.3767438402139183,100
140,STM32,1.188390912230255,0.3767818244605099,1.0,1.37678182446051,100
141,STM32,1.0306794193623139,0.06135883872462777,1.0,1.0613588387246278,200
142,STM32,1.0306049728318847,0.06120994566376936,1.0,1.0612099456637694,200
143,STM32,1.0306225561637552,0.0612451123275104,1.0,1.0612451123275104,200
144,STM32,1.0306714143746976,0.06134282874939512,1.0,1.0613428287493951,200
145,STM32,1.0306792450752171,0.061358490150434264,1.0,1.0613584901504343,200
146,STM32,1.0307030167245612,0.06140603344912243,1.0,1.0614060334491224,200
147,STM32,1.0307240768290304,0.06144815365806089,1.0,1.0614481536580609,200
148,STM32,1.0307873452694079,0.0615746905388157,1.0,1.0615746905388157,200
149,STM32,1.0308281076794414,0.06165621535888288,1.0,1.0616562153588829,200
150,STM32,1.0308646770533882,0.06172935410677649,1.0,1.0617293541067765,200
151,STM32,1.6334261655693019,1.2668523311386037,1.0,2.2668523311386037,20
152,STM32,1.6334476328041065,1.266895265608213,1.0,2.266895265608213,20
153,STM32,1.633444999658431,1.266889999316862,1.0,2.266889999316862,20
154,STM32,1.6334379218113508,1.2668758436227017,1.0,2.2668758436227017,20
155,STM32,1.6334619666872034,1.266923933374407,1.0,2.266923933374407,20
156,STM32,1.633425124883593,1.2668502497671859,1.0,2.266850249767186,20
157,STM32,1.5534016082610862,1.1068032165221724,1.0,2.1068032165221724,20
158,STM32,1.5534059675876124,1.1068119351752248,1.0,2.106811935175225,20
159,STM32,1.5534193197814479,1.1068386395628957,1.0,2.1068386395628957,20
160,STM32,1.3846420887687914,0.7692841775375827,1.0,1.7692841775375827,20
161,STM32,0.5305851292842161,-0.9388297414315678,1.0,0.06117025856843217,400
162,STM32,0.6107841481658935,-0.7784317036682129,1.0,0.2215682963317871,400
163,STM32,0.610888627301486,-0.7782227453970281,1.0,0.22177725460297193,400
164,STM32,0.6109677286244284,-0.7780645427511432,1.0,0.22193545724885677,400
165,STM32,0.6110508803967245,-0.777898239206551,1.0,0.222101760793449,400
166,STM32,0.6111281415742789,-0.7777437168514423,1.0,0.22225628314855772,400
167,STM32,0.6111830506824707,-0.7776338986350586,1.0,0.2223661013649414,400
168,STM32,0.6112417435054378,-0.7775165129891244,1.0,0.2224834870108756,400
169,STM32,0.6112896551332834,-0.7774206897334333,1.0,0.22257931026656674,400
170,STM32,0.6113385062832202,-0.7773229874335597,1.0,0.22267701256644035,400
171,STM32,1.3110165971332028,0.6220331942664057,1.0,1.6220331942664057,50
172,STM32,1.4798006035426206,0.9596012070852411,1.0,1.959601207085241,50
173,STM32,1.3110513015849805,0.622102603169961,1.0,1.622102603169961,50
174,STM32,1.3110710261184266,0.6221420522368533,1.0,1.6221420522368533,50
175,STM32,1.3110493510196646,0.6220987020393292,1.0,1.6220987020393292,50
176,STM32,1.311090448351957,0.622180896703914,1.0,1.622180896703914,50
177,STM32,1.311108410472523,0.622216820945046,1.0,1.622216820945046,50
178,STM32,1.3111102094956038,0.6222204189912075,1.0,1.6222204189912075,50
179,STM32,1.3111095571716302,0.6222191143432605,1.0,1.6222191143432605,50
180,STM32,1.311143747439138,0.6222874948782762,1.0,1.6222874948782762,50
181,Palmsens,4.663563145795283,-0.6728737084094325,5.0,4.3271262915905675,100
182,Palmsens,4.664451875137395,-0.6710962497252098,5.0,4.32890375027479,100
183,Palmsens,4.58356518610986,-0.832869627780279,5.0,4.167130372219721,100
184,Palmsens,4.584220848230474,-0.8315583035390528,5.0,4.168441696460947,100
185,Palmsens,4.6656105803135794,-0.668778839372842,5.0,4.331221160627158,100
186,Palmsens,4.6651054510118115,-0.6697890979763761,5.0,4.330210902023624,100
187,Palmsens,4.665007261719429,-0.6699854765611413,5.0,4.330014523438859,100
188,Palmsens,4.583156450996078,-0.8336870980078448,5.0,4.166312901992155,100
189,Palmsens,4.5831671724608025,-0.833665655078395,5.0,4.166334344921605,100
190,Palmsens,4.583252894554855,-0.8334942108902901,5.0,4.16650578910971,100
191,Palmsens,5.0469892628106425,0.09397852562128417,5.0,5.093978525621284,100
192,Palmsens,5.047853664398241,0.09570732879648336,5.0,5.095707328796483,100
193,Palmsens,5.048408524943071,0.09681704988614026,5.0,5.09681704988614,100
194,Palmsens,5.048686752079831,0.09737350415966173,5.0,5.097373504159662,100
195,Palmsens,5.04805367978866,0.09610735957732164,5.0,5.096107359577322,100
196,Palmsens,5.047841883050568,0.09568376610113472,5.0,5.095683766101135,100
197,Palmsens,5.0477302849280985,0.09546056985619789,5.0,5.095460569856198,100
198,Palmsens,5.047151705556462,0.09430341111292329,5.0,5.094303411112923,100
199,Palmsens,5.046940866067199,0.09388173213439721,5.0,5.093881732134397,100
200,Palmsens,5.047051950087546,0.09410390017509229,5.0,5.094103900175092,100
201,Palmsens,4.598620663801588,-0.8027586723968234,5.0,4.197241327603177,100
202,Palmsens,4.599436183468752,-0.801127633062495,5.0,4.198872366937505,100
203,Palmsens,4.600280569603463,-0.7994388607930754,5.0,4.200561139206925,100
204,Palmsens,4.600731274394956,-0.7985374512100867,5.0,4.201462548789913,100
205,Palmsens,4.765185161118657,-0.46962967776268716,5.0,4.530370322237313,100
206,Palmsens,4.600569915463071,-0.7988601690738584,5.0,4.201139830926142,100
207,Palmsens,4.601121098047205,-0.7977578039055908,5.0,4.202242196094409,100
208,Palmsens,4.601310159620526,-0.7973796807589464,5.0,4.202620319241054,100
209,Palmsens,4.60180189322706,-0.7963962135458784,5.0,4.203603786454122,100
210,Palmsens,4.520751401820061,-0.9584971963598772,5.0,4.041502803640123,100
211,Palmsens,4.865164046189227,-0.2696719076215457,5.0,4.730328092378454,100
212,Palmsens,4.865534564135996,-0.2689308717280081,5.0,4.731069128271992,100
213,Palmsens,4.866810409787357,-0.26637918042528597,5.0,4.733620819574714,100
214,Palmsens,4.867170036361861,-0.2656599272762783,5.0,4.734340072723722,100
215,Palmsens,4.867371681075686,-0.2652566378486281,5.0,4.734743362151372,100
216,Palmsens,4.867542634587283,-0.26491473082543315,5.0,4.735085269174567,100
217,Palmsens,4.868068344395251,-0.2638633112094988,5.0,4.736136688790501,100
218,Palmsens,5.032983601412905,0.06596720282580915,5.0,5.065967202825809,100
219,Palmsens,5.033686764334009,0.06737352866801771,5.0,5.067373528668018,100
220,Palmsens,5.0335093249969525,0.06701864999390494,5.0,5.067018649993905,100
221,Palmsens,5.331221638345632,0.6624432766912633,5.0,5.662443276691263,100
222,Palmsens,5.331894681085361,0.6637893621707223,5.0,5.663789362170722,100
223,Palmsens,5.332319528245679,0.6646390564913585,5.0,5.6646390564913585,100
224,Palmsens,5.332613708083553,0.6652274161671068,5.0,5.665227416167107,100
225,Palmsens,5.3326954794754675,0.665390958950935,5.0,5.665390958950935,100
226,Palmsens,5.332656598276429,0.6653131965528596,5.0,5.66531319655286,100
227,Palmsens,5.332556957403304,0.6651139148066063,5.0,5.665113914806606,100
228,Palmsens,5.332554634183575,0.6651092683671509,5.0,5.665109268367151,100
229,Palmsens,5.3326160313032815,0.6652320626065622,5.0,5.665232062606562,100
230,Palmsens,5.333046561296463,0.6660931225929261,5.0,5.666093122592926,100
231,STM32,4.924999229138322,-0.15000154172335556,5.0,4.849998458276644,100
232,STM32,4.928818914180756,-0.14236217163848952,5.0,4.8576378283615105,100
233,STM32,4.929919967674998,-0.1401600646500034,5.0,4.859839935349997,100
234,STM32,4.930270240478091,-0.13945951904381726,5.0,4.860540480956183,100
235,STM32,4.930983168330367,-0.13803366333926625,5.0,4.861966336660734,100
236,STM32,4.932074703027013,-0.13585059394597465,5.0,4.864149406054025,100
237,STM32,4.933680297620662,-0.13263940475867564,5.0,4.867360595241324,100
238,STM32,4.933808696538398,-0.13238260692320392,5.0,4.867617393076796,100
239,STM32,4.934184681808823,-0.13163063638235428,5.0,4.868369363617646,100
240,STM32,4.935113455842334,-0.12977308831533207,5.0,4.870226911684668,100
241,STM32,4.987953549122029,-0.024092901755941476,5.0,4.9759070982440585,200
242,STM32,4.989279254986821,-0.021441490026357535,5.0,4.9785585099736425,200
243,STM32,4.9913232887630254,-0.01735342247394822,5.0,4.982646577526052,200
244,STM32,4.991288214409343,-0.017423571181314657,5.0,4.982576428818685,200
245,STM32,4.991638408756813,-0.016723182486374277,5.0,4.983276817513626,200
246,STM32,4.991473033027409,-0.01705393394518051,5.0,4.9829460660548195,200
247,STM32,4.993303123080363,-0.013393753839274325,5.0,4.986606246160726,200
248,STM32,4.992466084975412,-0.015067830049176223,5.0,4.984932169950824,200
249,STM32,4.994276575228454,-0.011446849543091275,5.0,4.988553150456909,200
250,STM32,4.997274860138633,-0.0054502797227335975,5.0,4.994549720277266,200
251,STM32,4.865070554130442,-0.2698588917391156,5.0,4.730141108260884,20
252,STM32,4.8651216534382735,-0.26975669312345296,5.0,4.730243306876547,20
253,STM32,4.865413648549719,-0.26917270290056194,5.0,4.730827297099438,20
254,STM32,4.781303276500976,-0.4373934469980467,5.0,4.562606553001953,20
255,STM32,4.780894595137309,-0.4382108097253816,5.0,4.561789190274618,20
256,STM32,4.865216333657332,-0.2695673326853356,5.0,4.730432667314664,20
257,STM32,4.78121359560296,-0.4375728087940809,5.0,4.562427191205919,20
258,STM32,4.781270857862157,-0.43745828427568423,5.0,4.562541715724316,20
259,STM32,4.612666396234701,-0.7746672075305971,5.0,4.225332792469403,20
260,STM32,4.6127165260120755,-0.7745669479758499,5.0,4.22543305202415,20
261,STM32,4.855313617983751,-0.2893727640324979,5.0,4.710627235967502,400
262,STM32,4.941325363090984,-0.11734927381803306,5.0,4.882650726181967,400
263,STM32,5.116262899965204,0.232525799930408,5.0,5.232525799930408,400
264,STM32,5.120777187873001,0.24155437574600302,5.0,5.241554375746003,400
265,STM32,5.122907720937553,0.24581544187510573,5.0,5.245815441875106,400
266,STM32,5.123822609052783,0.24764521810556595,5.0,5.247645218105566,400
267,STM32,5.12573340605683,0.2514668121136605,5.0,5.2514668121136605,400
268,STM32,5.128939443567216,0.2578788871344324,5.0,5.257878887134432,400
269,STM32,5.129477548840437,0.25895509768087344,5.0,5.258955097680873,400
270,STM32,5.1306786737188155,0.26135734743763095,5.0,5.261357347437631,400
271,STM32,4.7114999949840906,-0.5770000100318189,5.0,4.422999989968181,50
272,STM32,4.71157319067557,-0.57685361864886,5.0,4.42314638135114,50
273,STM32,4.7116204491948865,-0.5767591016102269,5.0,4.423240898389773,50
274,STM32,4.71168458347778,-0.5766308330444394,5.0,4.423369166955561,50
275,STM32,4.795829998888417,-0.40834000222316647,5.0,4.5916599977768335,50
276,STM32,4.7116874600325005,-0.576625079934999,5.0,4.423374920065001,50
277,STM32,4.795579504349356,-0.4088409913012878,5.0,4.591159008698712,50
278,STM32,4.711383107701149,-0.5772337845977029,5.0,4.422766215402297,50
279,STM32,4.711581713383412,-0.5768365732331766,5.0,4.423163426766823,50
280,STM32,4.711788793655279,-0.5764224126894417,5.0,4.423577587310558,50
281,Palmsens,9.702794876809046,-0.5944102463819085,10.0,9.405589753618091,100
282,Palmsens,9.703894567851219,-0.592210864297563,10.0,9.407789135702437,100
283,Palmsens,9.704080020621948,-0.5918399587561058,10.0,9.408160041243894,100
284,Palmsens,9.705015374766429,-0.5899692504671403,10.0,9.41003074953286,100
285,Palmsens,9.706044201239113,-0.5879115975217726,10.0,9.412088402478227,100
286,Palmsens,9.705718741339458,-0.5885625173210833,10.0,9.411437482678917,100
287,Palmsens,9.706348775390108,-0.5873024492197825,10.0,9.412697550780218,100
288,Palmsens,9.706795078680083,-0.586409842639835,10.0,9.413590157360165,100
289,Palmsens,9.708035752918397,-0.5839284941632066,10.0,9.416071505836793,100
290,Palmsens,9.71046809864141,-0.5790638027171777,10.0,9.420936197282822,100
291,Palmsens,10.282615533438962,0.5652310668779243,10.0,10.565231066877924,100
292,Palmsens,10.282674836219867,0.5653496724397336,10.0,10.565349672439734,100
293,Palmsens,10.282709586302424,0.5654191726048481,10.0,10.565419172604848,100
294,Palmsens,10.28231369789458,0.5646273957891594,10.0,10.56462739578916,100
295,Palmsens,10.281578844160396,0.5631576883207909,10.0,10.563157688320791,100
296,Palmsens,10.281106830355395,0.5622136607107873,10.0,10.562213660710787,100
297,Palmsens,10.281142634960789,0.5622852699215777,10.0,10.562285269921578,100
298,Palmsens,10.281943814192175,0.5638876283843519,10.0,10.563887628384352,100
299,Palmsens,10.283012747023369,0.5660254940467375,10.0,10.566025494046738,100
300,Palmsens,10.284509579738351,0.5690191594767029,10.0,10.569019159476703,100
301,Palmsens,9.527723003527436,-0.9445539929451279,10.0,9.055446007054872,100
302,Palmsens,9.52806860453445,-0.9438627909310977,10.0,9.056137209068902,100
303,Palmsens,9.528111123276144,-0.9437777534477121,10.0,9.056222246552288,100
304,Palmsens,9.527406781937437,-0.945186436125125,10.0,9.054813563874875,100
305,Palmsens,9.528562647515207,-0.9428747049695865,10.0,9.057125295030414,100
306,Palmsens,9.527734709139214,-0.9445305817215726,10.0,9.055469418278427,100
307,Palmsens,9.526876703576141,-0.946246592847718,10.0,9.053753407152282,100
308,Palmsens,9.5281603548526,-0.9436792902947992,10.0,9.0563207097052,100
309,Palmsens,9.528492528888556,-0.9430149422228897,10.0,9.05698505777711,100
310,Palmsens,9.53030700446915,-0.9393859910617017,10.0,9.060614008938298,100
311,Palmsens,10.104647398136688,0.20929479627337422,10.0,10.209294796273374,100
312,Palmsens,10.104818012458606,0.2096360249172129,10.0,10.209636024917213,100
313,Palmsens,10.104849444700827,0.20969888940165404,10.0,10.209698889401654,100
314,Palmsens,10.104923229626397,0.20984645925279466,10.0,10.209846459252795,100
315,Palmsens,10.104764407868208,0.2095288157364159,10.0,10.209528815736416,100
316,Palmsens,9.939206718610382,-0.12158656277923363,10.0,9.878413437220766,100
317,Palmsens,9.939748271808313,-0.1205034563833749,10.0,9.879496543616625,100
318,Palmsens,10.106678904505724,0.21335780901145007,10.0,10.21335780901145,100
319,Palmsens,10.107943004357184,0.21588600871436725,10.0,10.215886008714367,100
320,Palmsens,10.109296077343137,0.2185921546862737,10.0,10.218592154686274,100
321,Palmsens,10.281905895218804,0.5638117904376081,10.0,10.563811790437608,100
322,Palmsens,10.284936370751325,0.5698727415026514,10.0,10.569872741502651,100
323,Palmsens,10.286688703602861,0.5733774072057223,10.0,10.573377407205722,100
324,Palmsens,10.288255813808046,0.5765116276160924,10.0,10.576511627616092,100
325,Palmsens,10.288771259657457,0.577542519314914,10.0,10.577542519314914,100
326,Palmsens,10.290104660281136,0.5802093205622718,10.0,10.580209320562272,100
327,Palmsens,10.29064443589931,0.5812888717986198,10.0,10.58128887179862,100
328,Palmsens,10.291508925474304,0.5830178509486075,10.0,10.583017850948607,100
329,Palmsens,10.29211709770908,0.5842341954181585,10.0,10.584234195418158,100
330,Palmsens,10.29211709770908,0.5842341954181585,10.0,10.584234195418158,100
331,STM32,10.390379272699374,0.7807585453987471,10.0,10.780758545398747,100
332,STM32,10.392616133711375,0.7852322674227494,10.0,10.78523226742275,100
333,STM32,10.393921527167972,0.7878430543359443,10.0,10.787843054335944,100
334,STM32,10.392694853241185,0.7853897064823698,10.0,10.78538970648237,100
335,STM32,10.474865249956828,0.9497304999136578,10.0,10.949730499913658,100
336,STM32,10.474116214812415,0.9482324296248326,10.0,10.948232429624833,100
337,STM32,10.475425818478453,0.9508516369569033,10.0,10.950851636956903,100
338,STM32,10.398789422061093,0.7975788441221852,10.0,10.797578844122185,100
339,STM32,10.397936987857992,0.7958739757159847,10.0,10.795873975715985,100
340,STM32,10.400403829351733,0.8008076587034658,10.0,10.800807658703466,100
341,STM32,10.55150414607776,1.1030082921555184,10.0,11.103008292155518,200
342,STM32,10.72815691799985,1.4563138359997012,10.0,11.456313835999701,200
343,STM32,10.815344470123907,1.6306889402478149,10.0,11.630688940247815,200
344,STM32,10.818047306788156,1.6360946135763115,10.0,11.636094613576311,200
345,STM32,10.823906906868332,1.647813813736665,10.0,11.647813813736665,200
346,STM32,10.824910432096763,1.6498208641935257,10.0,11.649820864193526,200
347,STM32,10.827323390500817,1.6546467810016345,10.0,11.654646781001635,200
348,STM32,10.827943157207963,1.6558863144159268,10.0,11.655886314415927,200
349,STM32,10.830523871040821,1.6610477420816405,10.0,11.66104774208164,200
350,STM32,10.830979929109677,1.6619598582193564,10.0,11.661959858219356,200
