Sample_ID,Device,Concentration_mM,Absolute_Error_mM,Relative_Error_Percent,Scan_Rate_mVs
365,STM32,10.0,0.2783146866135482,2.783146866135482,50
366,STM32,10.0,0.12360200740173966,1.2360200740173966,50
367,STM32,10.0,0.29278434345684445,2.9278434345684445,50
368,STM32,10.0,0.2945652443786422,2.9456524437864218,50
369,STM32,10.0,0.13950991521103262,1.3950991521103262,50
370,STM32,10.0,0.14287077671476922,1.4287077671476922,50
391,STM32,20.0,2.333962900934626,11.66981450467313,20
392,STM32,20.0,0.7567550514959152,3.7837752574795753,20
393,STM32,20.0,0.7379659214018979,3.6898296070094894,20
394,STM32,20.0,0.8970987655275025,4.485493827637512,20
395,STM32,20.0,0.7355250866749508,3.677625433374754,20
396,STM32,20.0,0.7321583413629824,3.660791706814912,20
397,STM32,20.0,0.4087283249426399,2.0436416247131994,20
398,STM32,20.0,0.4024860712275782,2.012430356137891,20
399,STM32,20.0,0.4035476637244244,2.017738318622122,20
400,STM32,20.0,1.2034820098088908,6.017410049044454,50
401,STM32,20.0,1.0515637462786458,5.257818731393229,50
402,STM32,20.0,1.2105882758938797,6.052941379469399,50
403,STM32,20.0,1.218027045492093,6.090135227460465,50
